respID,stateChar,stateNum,whereLive,religion,religionOther,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther
R_2Y5J6KPfyL88Ems,MD,23,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_1fiSIDpjxYfAtNn,OH,41,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,,,,White
R_cGbXhH1wqIYsqVX,NV,33,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1FgGLQ5Q0b7bizw,OH,41,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2fpL0zlKoMPbMrL,CT,8,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3CKrWGQkTBb4v62,CA,6,City,Other,athiest,,,European/Causasian,,,,,,
R_yCsoIJbprKEfSNj,GA,12,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_xxxzd7O7JRqUH2F,GA,12,Suburb,Spiritual practice not associated with a specific religion,,African American or Black,,,,,,,,
R_2wcyaiXarFOrvhf,OR,43,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3st7vXRUig0i4jN,NE,32,Rural area,Other,Catholic,,,,,,,,,Caucasian
R_2ykCMZzalIiMGEQ,IL,16,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2X6brjIXlRY8PjM,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_3hiP8ITB7Qy6hiV,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3luJsR7guuWL9Q6,PA,45,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3JDFkHchu9ZcDD2,DE,9,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2433oEnjFEMXcYH,NC,38,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_ac0mTcTVcJFzWFz,MO,30,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_Unf0WH1o3RyruCZ,TX,51,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_SGBk77XTdOaITfj,VA,54,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_31Nt3Y9YBulaV8B,NY,37,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1C9hTn7b6z7PhaU,IL,16,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2zjtLNnRrJ8PZUG,NC,38,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_oZaNYugVyRamm6R,GA,12,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_eR7nxuXpd1RGSkl,AL,1,Suburb,Other,JEHOVAH'S WITNESS,,,European/Causasian,,,,,,
R_3KHKPrJRuW5eRgc,VA,54,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_6rFT94fE20YE98Z,FL,11,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3qVe5xPrS0cyBdM,FL,11,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_277onUDNrIDcqVV,OR,43,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_8tVSqFA3C5r3och,OR,43,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2xxZv8l2vCVh4dh,AR,5,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_27IraUyv8tE9J7b,DC,10,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_exGdSA1TfdzLbjP,OH,41,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3e90VfCmyeBYV3C,OH,41,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1hXykf8m4FvWTGd,GA,12,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3Ht1T84yGQl2M70,NC,38,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,Native American,,
R_2xKMgUVkWtvd6VP,TX,51,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,European/Causasian,,,,,,
R_3Pt5R4BD95cFuZL,CA,6,City,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_2YokCuxBXNA0bDf,OK,42,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_p0lV1U5meKOQvzr,VA,54,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_5uogJY2zATW4hEZ,OH,41,Rural area,Buddhist,,,,European/Causasian,,,,,,
R_VWFrIlEJ8YwP7s5,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2ZDHABs6KuQGt6i,WV,57,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1KcLQf14WHPAOQX,WV,57,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_30pe6wLdASj08jF,MI,26,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1LCl9oPYf3fRCJ8,VA,54,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1rIJjY9dyCE15Kd,NJ,35,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_UlMsSlNO8n9LprH,IN,17,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2Uc3lnzdepflYL7,VA,54,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_129CXAyX3m4f0mT,MI,26,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_R8i3J5LUgnxx4Bz,TX,51,City,Other,Christian,,,European/Causasian,,,,,,
R_27DbPbyjKuOJJdH,TX,51,City,Jewish,,,,European/Causasian,,,,,,
R_BL39j01mOh2GGuR,IA,18,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2taKqiiRzFaIqvC,IL,16,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2t9kARZk69MyNrc,MO,30,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_qIRFvwGzHVNT4jL,SC,48,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3syv8p2yk9hXlgR,TN,50,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2dKpy6LlsE0Mii6,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,Native American,,Italian American
R_2tmSJ6Ph5fl8NEJ,ID,15,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1dfYEtlMYv6E1Pk,IN,17,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_u3bimdJoSUgACul,NJ,35,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2B2TVASJWvVm5WL,KY,20,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2zi12DffT9Kf8Yv,KS,19,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3iDbRH1h0SucSwR,VA,54,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3m2W2wdSShSXFel,VA,54,Rural area,Spiritual practice not associated with a specific religion,,African American or Black,,,,,,,,
R_2RX5tinkvrx4DnA,GA,12,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3ltqVOaWVyLG4qp,MI,26,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3QEkdMm3f1REgGm,MD,23,Rural area,Buddhist,,,,European/Causasian,,,,,,
R_2CCkSNxRIH9R8Ct,FL,11,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_AnvqpbzgNVGrcGd,ID,15,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3Rr3TkmCFFvtLYB,OH,41,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_6mL2xaQ1xUGBsDT,NH,34,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2CrYerVqLHZkHaz,WA,56,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2A10xzAK2uuQ32i,NJ,35,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_305ILuXC3iMrPWX,FL,11,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_9mEH9OWuaFEFgad,SC,48,Rural area,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_PvMz9XFa02UBrIB,FL,11,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2BmTv09CoHmvA7m,AR,5,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2AGQfsvk8MKEc4A,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1mkFDc8AeI8QdyN,GA,12,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_1loTtoK8UFKZWJc,MN,28,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_332cnlumnlkR2ea,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_e4LbMu0Fju4Tkch,WI,58,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_296ZbXRmWTXwM6d,MO,30,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1HkOuMMF6fYpllV,CA,6,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3Pd9OpeJ7o4WAtG,CA,6,City,Do not actively practice a particular religion,,,,,Indian,,,Native American,,Portuguese
R_23ftDwbAsq8fUNs,WV,57,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2fBsL3osgb6QLlt,MO,30,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1CCk5XTCUq8hok4,OH,41,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2SC7HTTi0I68avC,OR,43,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_2CxFTPvksgUySvq,FL,11,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2aqykcOaaDqvTr4,DC,10,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_1rewAxq0XytczIH,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1eP2a0Z7sMBWa6T,MN,28,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1OC8C9lOzdi17Bu,VA,54,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_302yNynQXjXkQxq,VA,54,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1HplwdLPdIYVN15,PA,45,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2aFXGHjaKUWctiq,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2Eyp30ejyt0Kfj5,CO,7,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3IaQtub6UK5uNiZ,MD,23,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3QXbHVhF3eQyMFP,TN,50,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_NVKRDq9wdkOMOBP,OH,41,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_21BCiFhGxjCGqx2,CT,8,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_p6oqqOBq1ZYDrUJ,AZ,4,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1LOrO7XRxnuLadc,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3DGAQn8IBeyUr8l,KY,20,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,Asian,,,,,,,
R_1pL0uFtSJOA0cLP,CA,6,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_wRyyvRKuk7z0zHb,PA,45,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_BWAWXwf1hmT5SG5,TX,51,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3neZDFpZj2ekaqE,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1QFmUkOlD2WOjRS,NH,34,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2AYzvtGtTXpDlmt,TX,51,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1QYokqkScISU3FT,NC,38,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_qVNb0XZSpZFgbTz,CO,7,City,Do not actively practice a particular religion,,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,
R_Aj0ePVFd9guGV0t,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2zBkby0wiBQj7D8,TX,51,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1l6vn3HepFiQlko,CA,6,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3NUixmXahbi10Ia,,,City,Other,Atheist,,,European/Causasian,,,,,,
R_3M04lw1x3aFChiC,MO,30,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3R8FhAs4UTAhmlP,OR,43,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3HiBf9wDVJShLwK,TX,51,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2cnp8Y3LsFWDheW,NJ,35,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2zTN5p5qL4snvoe,PA,45,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1QrRgjjohKsiYu0,NM,36,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1nUtpnWx5U0BKRx,WA,56,City,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_29tSYrmnEnQ1a65,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_39ssw5nzm1AcxcV,VA,54,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3fVob5JUhO3na6y,SC,48,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3QYuN2WLa6ayrHS,VT,53,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_yPccXX3SeCn6ArT,OH,41,Suburb,Jewish,,,,European/Causasian,,,,,,
R_2ebbWXv3BgyAZES,NC,38,Rural area,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_O29ZZNndeFRuDyV,GA,12,Rural area,Spiritual practice not associated with a specific religion,,African American or Black,,,,,,,,
R_3EL6VzratdIGRwL,VA,54,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_28NBwChlJ1AGQmM,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_BzAE4YYacxUa5ln,GA,12,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_R4YCm2XT2dFZ597,TN,50,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1f3jOgEqxwDpaTD,PA,45,City,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_ZL7hKV3zqzgoIA9,CO,7,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1rqwTe0rhUgZt7E,PR,46,Suburb,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_3Ehfr84DCybHycy,FL,11,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1jdkIuY7q7HQYeC,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_9Lw6YFm7xhlcXo5,OH,41,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_5byNHKCvM938jzX,VA,54,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_332xSegenasoJ9L,OK,42,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_25z79ttzcXCc2rp,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_3OolTacPklHfGqG,TX,51,City,Jewish,,,,European/Causasian,,,,,,
R_8HSATrz3f6nIRAR,IL,16,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_9FACmq8HopsXqYp,IN,17,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,,,,,,,
R_22QwqmkLHe2dvbi,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3O7kxliRwsfC06A,OH,41,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3G2qlUsu1HtuWk1,CA,6,Suburb,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_339M7l9EkrYm6CW,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2YJlMqGJyWjku7w,UT,52,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3Gv7y6Uic1Xmzw2,IL,16,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3Hj2YDKumOwafn5,OH,41,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1fgdrdI7a3EnVle,OH,41,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3imzRaLaE4asUtx,UT,52,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3k7K3SlynyNvl80,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2fEi2BAtfHbdYFE,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1lb3YoB3wEm38rn,NY,37,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1d6tpnQOh5Rwd4H,MD,23,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_XGHgXe3OlAPilQ5,CA,6,Suburb,Do not actively practice a particular religion,,African American or Black,,,,,,,,
R_30jWoh08D8EdhXQ,SC,48,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_ZsIXNutIiqRy3nP,TX,51,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1JRxWsdIz7jXMHv,FL,11,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_WAkjmlc92fc1SQ9,TN,50,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_enXtnBNtTmCyeGt,IN,17,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1F5shSTugQcSI2M,IN,17,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2P0dnGBhwRJJdMY,NC,38,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3nuwNlYJ2o4BQAP,NY,37,Suburb,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_1E11xylYIJRqwIC,CT,8,Suburb,Do not actively practice a particular religion,,,Asian,,,,,,,
R_1mDiHm7iAHdNeKR,IA,18,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2dRVB2I8kGC723h,PA,45,City,Spiritual practice not associated with a specific religion,,,,,,,,,,Mixed Race
R_UKEvhhUcvhvES8V,IL,16,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_4T1n5WqaesVEGT7,WA,56,Rural area,Other,Vedanta philosophy,,,European/Causasian,,,,,,
R_1LGWSyCSJmI9W6B,ME,22,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2agr6EYCku8IxXz,CO,7,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3HBu3qEQNz6eHEY,UT,52,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3po5hSg3Rhsrqu2,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3j0th9XZfh3GP6f,FL,11,City,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_2qqkLmbspvXlqzC,NY,37,City,Do not actively practice a particular religion,,,,,,,"Latino, Hispanic, or Spanish",,,
R_oYsQ1mABs33i3PH,TX,51,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_Ui1ySflwQMtT7tn,WI,58,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2e8xuw40FeWJgSq,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2lVp819genNBI8F,IL,16,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2zBD32zks9wg90C,FL,11,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_299UPrj4G1JF5Cf,PA,45,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1E6zC4t5sQtfja5,KY,20,Suburb,Jewish,,,,European/Causasian,,,,,,
R_2BzCyPKyHX92Ads,AR,5,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2ataJHOHb6F5TQk,WA,56,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_3luLcwxoEdflFzd,TX,51,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_1FlDjLC0wLeJvDA,SC,48,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_xmE5gvOUyP024db,MO,30,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_BJJX0URnpp59r9f,AZ,4,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1LicHGxoR1bJQ3I,CA,6,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2PmRtb3hWpQlIFV,AZ,4,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2uWCVGOelEl4NTR,MI,26,Suburb,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2WP5fVipnGCgntu,NJ,35,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1pyWCY4ARiwgAKb,IA,18,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2xxd84W9NbDBANw,MA,25,City,Do not actively practice a particular religion,,,Asian,,,,,,,
R_8jNvNHJdiIhHBex,NJ,35,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1l44yPygRlaWuHu,TN,50,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1KcZbBATC4KOqG4,IL,16,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,
R_3FRRpoYI6qFwecl,CO,7,Suburb,"Christian (Catholic, Protestant, etc.)",,African American or Black,,European/Causasian,,,,,,
R_32JGkTe6PMBB1qw,IN,17,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3iXeXsMPX1nPATP,TX,51,City,Jewish,,,,European/Causasian,,,,,,
R_1Fx0FvX2UXE8tpv,KS,19,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3mkLeNla1b07tUn,OK,42,Rural area,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_3O6REtu9uiAngLr,NM,36,City,"Christian (Catholic, Protestant, etc.)",,,,,,,"Latino, Hispanic, or Spanish",,,
R_tWmYDmxeWRD17sB,NY,37,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_SPodtknP1oxpFzH,WY,59,Rural area,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1kGOMohQWv6XfZc,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,Asian,,,,,,,
R_6r3sdZeuN9Fmh0d,CA,6,Suburb,"Christian (Catholic, Protestant, etc.)",,,Asian,,,,,,,
R_8j0nY9GWSkxylJn,FL,11,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2vhPcMK82iye35K,OH,41,Rural area,Spiritual practice not associated with a specific religion,,African American or Black,,,,,,,,
R_1DRVzbO7t1fPKiX,MN,28,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_2f2QWRON0yb9jFr,OR,43,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3NVaxz1DcXj9qJX,FL,11,City,Spiritual practice not associated with a specific religion,,,,European/Causasian,,,,,,
R_2wThXWnEQfRqzNA,TN,50,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1PYRVaMAFqqqR2L,OK,42,Rural area,"Christian (Catholic, Protestant, etc.)",,,,,,,,Native American,,
R_1gknZPXjBdjLJLn,IL,16,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_sgOJl1V4tc4yPDz,NY,37,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1LwzOwwbOkbJcGQ,TX,51,Suburb,Do not actively practice a particular religion,,,Asian,,,,,,,
R_3izoBUIIncQbd6R,OR,43,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1Gvkt6NnFEpUcqG,PA,45,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2ceBYxImwAV3PvG,NY,37,City,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_33kT3CznYCVmOoM,WV,57,City,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3EgNvoLaFsISywD,NJ,35,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_3EXszbDf4gL2a2G,MD,23,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,Filipino
R_3JnqDKl1WNBWNMw,GA,12,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_2tLFgZEQpCDkCaZ,WI,58,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1lohWUvGtp8bf8d,TX,51,Suburb,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
R_1lfOmwLQEgQDwLz,WI,58,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_UhY4UTYEd4j1Hjz,CO,7,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_1NaBXJTXhnvmPdA,OR,43,Suburb,Do not actively practice a particular religion,,,,European/Causasian,,,,,,
R_9tsg8DlTULG5tYZ,MI,26,Rural area,"Christian (Catholic, Protestant, etc.)",,,,European/Causasian,,,,,,
