respID,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther,whereLive,religion,religionOther
R_2EitveKY44TKfP4,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_2eWMGjeh6PAugKw,,,,,,,,,,,,
R_2f1i1BPzD28aBUo,,,,Indian,,,,,,Suburb,Hindu,
R_2fiJyD1yOrOtLBo,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2fJ29pcVEl5gq1e,,,,,,,,,,,,
R_2fkdGgkLk6wqHwo,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2fvLqfwZJyw9x6r,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2ifARnAYHfSvIT7,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2OQ09FLoZr120kf,,Asian,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_2OW6SXM8tcd0HlP,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2PC03TaBgdnONCE,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2PiMu43x4fHLC9N,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2qkIzVPrJ5bq2qV,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_2ql3m3mRlvNINZF,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_2qyHh8oTv7YToiv,,,,,,,,,,,,
R_2QziSchw0VSurTA,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2R552L4Qh2GErHt,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2R7A5rVN7Xb6QeP,,,European/Causasian,,,,,,,Suburb,Hindu,
R_2rBMuLjbyjIG1gS,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2RQypr6xr65cANr,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2rw3gYorKzF3RFD,,,,,,,,,white,Rural area,Do not actively practice a particular religion,
R_2SqN5DthvOeyKBU,,,,,,,,,,,,
R_2sTG9kNXctq8UoO,,,,,,,,,,,,
R_2tb3jdt12ECYAoN,,,,,,,Native American,,,City,Muslim,
R_2TBivyNJJLmnhYN,,,,,,,,,,,,
R_2TQWuMfFdhYCKvj,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2TRWd98i0ycfNCy,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2Tw96FuCNkRcM8c,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2UgQE7ydA7ig4m2,,,,,,,,,,,,
R_2UgRUsqhWKRhsat,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_2UgXLrDQbJxw3W3,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2uKwTFKoyaSvXFs,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2uOgkgIoPppKmN3,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2uPSdKVNR8wHiQb,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_2uydfR9HNtZACi3,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,City,Other,Agnostic 
R_2V22luutvG071bn,,,,,,,,,,,,
R_2vdkNIdZdzGnQnl,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2ve6KxFp1IhXxvM,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2VeSUVSDJU1pIEc,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2vfb56dTqS1JogY,,,European/Causasian,,,,,,,City,Other,Pagan
R_2VqekIv3ImwLAIu,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2VwlL9P3KQshWqK,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2Vz56OhulJTvJV4,,,,,,,,,,,,
R_2w1wpHKdQgq5gVZ,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2WHHdjWbq5ktADu,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2woatHbMIqhECtK,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2wS9qrGE7PZdV2Q,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2wttZITlDnwLsRK,,,,,,,,,,,,
R_2Xc9jCBvEN0g6Qm,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2Xdj7Zd4fyExHkG,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2xIPfJ3BvGe90Yz,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2y8bnTu040RS1jK,,,European/Causasian,,,,,,,Suburb,Other,Wiccan
R_2y9NVndCMneMyVX,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2YERnBU4YGyJXBP,,,,,,,,,,,,
R_2YmmS9r7m9DgsJt,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2Yoo4PJAdz4bMSz,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_2YPVyedwowLLk0N,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2YQv7JvGabPmmnI,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_2YWEXWreOgkpLJB,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_2z84EFJN1RSpcgN,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2z8YpXHonidk2QR,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2zGF9PT5uxYW6Qd,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2zI0qrlG9dBil4Q,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_2ZJGQHA2QZIpRVU,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_2zp7PUMvXvO97xa,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2ztHRtF11ewZgwP,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_2zuQdMLY1k6slsN,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_2zYD3E3WYaJo383,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_2ZZvHC4YPc2DcGy,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_30cJHJvXVgYAhWU,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_30cKHCXkg5dwkm4,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_30jVFhWVaTWAJ8w,,,,,,,,,half Norman/half Asian,City,Buddhist,
R_31ocp2wF2Lzbjvi,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_31ZpDJ28pkQHWrg,,,,,,,,,,,,
R_32LwZpRorCOcapj,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_32RAvGhOlkBGf70,,,,,,,,,,,,
R_33e6VekYVEzHUTX,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3958o7QyHKjYAyR,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3CP1JxC4K57RnWa,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3dL0h9GJcPMyfLO,African American or Black,,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3dRDIZMTTx3tyDr,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3dSt0qwVBV4nRQa,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_3e81mjeR24VCsQW,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3EfHVEKDfuH9JOM,,,,,,,,,,,,
R_3EFRxc1f1Mfjs0K,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_3Ehx0LNGaf5XBBt,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3ek06MiXkOElXPv,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3EnE6KdqXlqDt1W,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3EShD9g8JrISDdC,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_3et0WcuEZKUoa7x,,,,,,,,,,,,
R_3eyrTnvzFkTevAG,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_3F4EC5GZcP9pwyi,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3FeJZcpeCDXIuJ3,,,,,,,,,,,,
R_3FIr7SSmHVZRmRI,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3fqQXAGfOI0CzK1,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_3fVGVUIJ0NLP2Ss,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3G0yTg5aTKN9AE1,,,European/Causasian,,,,,,,City,Other,UU
R_3GcBdwxA9KCDCu1,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3Ge6eo8TGybQ3cR,,,,,,,Native American,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3GpTPAPOGydoxpU,,,,,,,,,,,,
R_3gRcvnlBG9WTDZ8,,,European/Causasian,,,,,,,City,Jewish,
R_3HCGOzuqCIP7eZj,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3hEhLnyT5kkT0aE,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3hEZmtjGojUmfE8,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3hFHmIKtuUFSEo3,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3HH7DleSB9bfley,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3HksIqarkhteYOs,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3HOGlS4ob0XNZpM,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3HptdYJBZuNmgLo,,,European/Causasian,,,,,,,Suburb,Other,atheist
R_3I7a38CjXCo2DrX,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_3iKEvnP2uGPE7Jp,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3ixQXSvJO9hOLOI,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3j24WYOl7iMKM7M,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3J2REg8qLTmHGfh,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_3J3IIOvX5j4Po2J,,,,,,"Latino, Hispanic, or Spanish",,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3jcx9zJo3mCZr9o,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3jfyBIZ5GOohhAb,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3JnrUom2pTlKlep,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3k7DFVj2zKFdPN6,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3kaF1bsX1kZhuQL,,,,,,,,,,,,
R_3kAFjmC6IDSGjRP,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3kB14lJZchFkHmc,,,,,,,,,,,,
R_3KCOlqaUtNl3RHg,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3KCqgOQEET54jAw,African American or Black,,,,,,,,,Suburb,Muslim,
R_3KCsziqVAKCGL3m,,,,,,,,,,,,
R_3kncgspHq5QKO3t,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3KrQrBLIn10s5TB,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3L6izhx0NjvQ5ha,,,,,,,,,,,,
R_3LclIL9ZDdJzQRQ,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3LcpJkxSNpRaLtL,,,European/Causasian,,,,,,,Rural area,Other,Latter-Day Saints
R_3lESAFhJefshIBb,African American or Black,,European/Causasian,,,,Native American,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3lGEEvgMXRql9MR,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3lQrYHvtIIAh2SR,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3lRoCDob0QjknMX,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3lttT7ZqUSaaLbj,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3m3PtvKLmlOFBq2,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3MARZq98EhJaqYJ,,,European/Causasian,,,,,,,Rural area,Other,deist
R_3mlaoZwsi9eiYZL,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_3MMREniMWNFeIBS,,,,,,,,,,,,
R_3n0hUH7QTVFVicD,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3n0MzeDVBQMNQ59,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3NWAhpxZSDsJaem,,,,,,"Latino, Hispanic, or Spanish",,,,City,Spiritual practice not associated with a specific religion,
R_3oLbT3l0fquvPv9,,,,,,,,,,,,
R_3oMxHcQWkj9Oi9J,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3Op43IhyfkXQCaV,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_3oXhviaVrTp9KXl,,Asian,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3p3ADccrgeQBj26,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3P4Dq4hHcPfwkkY,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3P5cnICXm1T2fJ2,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3pimPIE07RdpPYy,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3Po8aRjM41Akbup,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3prrgkLJUh03Rd9,African American or Black,,,,,,,,,Suburb,Do not actively practice a particular religion,
R_3PtyPjnI2brfUde,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3PWVJgBVDhZhMNs,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3QDeXbNTfSJyXSA,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3qmq1jnP068CDXQ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3qUPYQUTcg5d8Mz,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3qUQk7UDXEAvz4C,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3qw06N9jTVKBdSP,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_3qye3P81Gc1EdAn,,,European/Causasian,,,,,,,City,Other,Atheist
R_3qyuh6xte78HFZl,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3R1Rst1MBCvc3b9,,,,,,,,,,,,
R_3ReYrMBTIdJsiwF,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3rGTuqt6RYVeWLW,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3s6sFVepEzEhrdS,,Asian,,,,,,Pacific Islander,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3sB6Ct4WV2ZESqb,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3UEoGaMjCNV32Vz,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3WelflpFkSJawQd,,,,,,,,,,,,
R_4IbhSOBMQPGpPNL,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_508kqngbjV5TVzX,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_5cd1Q4eSxfx9p3b,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_5jwWBf4Tbs1KFON,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_5mOOgvoY6rmZVV7,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_5tMepRFq2GHS48h,,,,,,,,,,,,
R_6mx4MD8L4JDIRvb,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_6QDjuTgT0HZCPbL,,,,,,,,,,,,
R_6RSl05VcMImDc65,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_6xH7YTSb4PAJtol,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_79eaa0Rnw3emS0F,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_7WCJt5ejjb92DhT,,Asian,,,,,,,,Suburb,Hindu,
R_8BNtyffNSov08m1,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_8bPh2ZXXVvwhl2Z,,,,,,,,,,,,
R_8iHoyCAR3YWBziN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_8J2VeTuYvShcPQZ,,,,,,,,,,,,
R_8nQlMDu7EFWgVEZ,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_8qPPJgGogxmFhFD,,,,Indian,,,,,,Suburb,,
R_8vI0tUkWnFrB3Wh,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_9M2AItTTxECVECB,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_9oY3frYUjr5FlDz,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_aftgrdhNpTiMyWZ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_AjqALbtDF8qkyVX,,,,,,,,,White,City,Do not actively practice a particular religion,
R_AM2JzSqL9yBQCat,,,,,,,,,mixed,City,"Christian (Catholic, Protestant, etc.)",
R_ANIg7V83hbefVUl,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_Ao0xJc6kC4IcL4Z,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_b15qop4ePNFjU3v,,,,,,,,,,,,
R_BCZK2jc4gJsPAWJ,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_BD5AJqUSgO8ZuuZ,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_bDjkj4LeoPhcGul,,,,,,,,,,,,
R_BJw8vFatoDkn9ct,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_bkg6jmEHXZiucq5,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_bklQU5lx4tzBIE9,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_bmtKFgOmohnxlzX,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_bsaTuyJeeXRygvL,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_cFGLx3Ohg2TPlAJ,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_CmOYeCie8Mr3k1H,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_cxdom5tO8kOuZ2N,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_DAWU6Q4bbM11jYR,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_DH94oiQpkow4TkZ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_eerpHVnnGBoPYS5,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_eLoGc94tDmz14rf,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_eQLvpZu6kBGpT9z,,,,Indian,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_NXunHqAqgSxxo6R,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_OGNZLkyhBj64R7H,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_PCFKTGP4QynRydr,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_phr6kI5dEedx9DP,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_pnQu9MgYyfoaGfT,,,,,,"Latino, Hispanic, or Spanish",,,,Rural area,Do not actively practice a particular religion,
R_PRHlWaZkchOYW9r,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_ptK4i5Nfsid74id,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_puB80CUVWOUA8NP,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_qD6yJLv8HMOTdcd,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_qElsZ78yW8YnYIN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_QfEEpo0wpZMMNH3,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_qIAp6qrAvvAULdf,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_qVJpjyI8pXbq5XP,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_qyKv38HOSlWSCZz,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_r0BdGGmn1xAPCuJ,,,,,,,,,,,,
R_RaARBOnQLkETgVX,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_rdRDN1zW5bhKd6F,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_RE1YkVz0YcTxDQR,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_rkDVFtGmGqNwtiN,,,European/Causasian,,,,,,,City,Jewish,
R_rl5zVr8DolpuuKR,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_rpQkeRstuOZHTy1,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_rqIF09qqHRP4ow1,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_RsM0OHmO3jNfUyZ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_RVUiBXB6bQquIrD,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_RxFc05xHN52KKnT,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_SCYxStU5xU5D85z,African American or Black,,,,,,,,,City,Spiritual practice not associated with a specific religion,
R_sFDuGyS2IbgYw0h,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_snABKhZKAeZ6oBr,,,European/Causasian,,,,,,,Suburb,Other,Church of Christ
R_sSCrlUY9pgbpzFL,African American or Black,,,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_sSDk9whHROkqfh7,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_STbzJ8gPSCBFzTH,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_SYH2eKcZFN4xNYJ,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_SYTCRaXM0SUqwRb,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_tKblxQDbdS2dPfH,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_Tv0jPFQPK9bZhGV,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_tXrQDbWRRru75lv,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_UEJ4BeBuk9HP1KN,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_ug1riO1a15Tib2F,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_UtPiq6SYa5IVwNr,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_UXzg8dCi1otdWIp,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_vDDd4pHyjrCL4Jj,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_vDiNv14k88XZPrP,,,,,,,,,,,,
R_vDNMBe6IHXKIvgl,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_vJq3cDmDu886ZBn,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_vMKh7wM9OfPlVIt,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_VOSxmNhvFK1ZSX7,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_vYPSmwGdEnjbsml,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_w0NENyiQQfXs1m9,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_w4ZmhH1k9lETMd3,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_w5AemlarFdza0dH,,,,,,"Latino, Hispanic, or Spanish",,,,Rural area,Spiritual practice not associated with a specific religion,
R_w6Ri0XW53RMgaFr,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_WqhwzCvL280U0kV,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_xbfyF2uGAFTI0dX,,Asian,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_XCbNzwdvdS5lQAx,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_xnjoBMsVLqpcPdL,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_XRKJRzOsdzrrjq1,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_XXRX1YC72m5N1SN,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_Y66fNPoOqY8PVXX,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_yLb3H7PbBlgGhtT,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_ylj2YSUCnPsNdv3,,Asian,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_yvTuQB5S731DNCx,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_yyDoNYn5VtnQHE5,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_z5YkjWuZjvqKget,,,,,,,,,,Rural area,Do not actively practice a particular religion,
